구분,음식군,음식명,"음식총량
(ml)",식품명,식품코드,"식품
재료량
(g)",+/*,비고
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"멥쌀, 백미, 생것",A008000A030a,7.15,*,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"멥쌀밥, 백미",A013000A039a,130.56,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,물엿,C0070000009a,1.47,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"설탕, 백설탕",C0110020009a,1.24,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"참깨, 흰깨, 볶은것",E0260020009n,0.9,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"고추, 풋고추, 생것",F0180000620a,0.36,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"고추, 청양고추, 생것",F0180080000a,0.52,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"당근, 뿌리, 생것",F041000B090a,6.15,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"들깻잎, 생것",F049000B140a,3.84,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"마늘, 구근, 생것",F053000B060a,0.83,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"무, 조선무, 생것",F065002B090a,3.88,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"무순, 싹, 생것",F066000B120a,1.38,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"상추, 치마상추, 청상추, 생것",F1010162490a,6.35,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"상추, 치마상추, 적상추, 생것",F1010162500a,1.33,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"생강, 뿌리줄기, 생것",F102000B100a,0.088,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"양배추, 생것",F1290000000a,15.7,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"양배추, 적양배추, 생것",F1290010000a,2.92,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"양상추, 생것",F1310000000a,1.99,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"양파, 생것",F1320000000a,3.09,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"오이, 개량종, 생것",F1480010000a,9.59,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"치커리, 잎, 생것",F178000B140a,1.1,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"배, 신고, 생것",H0380040000a,1.68,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"날치 부산물, 알, 생것",K025000D590a,2.46,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"넙치(광어), 생것",K0270000000a,66.25,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"김, 맛김, 조미, 구운것",L0030040009f,1.27,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,참기름,N0200000009a,1.67,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"탄산 음료, 사이다",P0090030009a,1.66,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"고추장, 개량",R0050010009a,7.09,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,초고추장,R0060000009a,8.5,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"고춧가루, 가루",R0070000005a,0.37,,
음식업소,밥류,넙치(광어)회덮밥(양념장포함),510,"식초, 양조",R0220060009a,1.55,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"멥쌀, 백미, 생것",A008000A030a,8.97,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"멥쌀밥, 백미",A013000A039a,164.67,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,물엿,C0070000009a,0.3,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"설탕, 백설탕",C0110020009a,0.13,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"들깨, 말린것",E0050000001a,0.1,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"참깨, 흰깨, 볶은것",E0260020009n,0.69,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"고사리, 데친것",F0160000009c,11.73,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"당근, 뿌리, 생것",F041000B090a,6.77,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"도라지, 뿌리, 생것",F044000B090a,4.48,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"마늘, 구근, 생것",F053000B060a,0.25,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"무, 조선무, 생것",F065002B090a,22.91,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"부추, 재래종, 생것",F0910040000a,2.3,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"상추, 치마상추, 청상추, 생것",F1010162490a,3.4,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"상추, 치마상추, 적상추, 생것",F1010162500a,2.2,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"생강, 뿌리줄기, 생것",F102000B100a,0.0044,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"시금치, 데친것",F1150000009c,6.62,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"시금치, 하우스, 생것",F1150030000a,5.8,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"양파, 생것",F1320000000a,0.89,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"오이, 개량종, 생것",F1480010000a,2.13,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"취나물, 참취, 데친것",F1770030009c,2.14,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"콩나물, 생것",F1820000000a,8.19,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"콩나물, 삶은것",F1820000009b,20.69,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"파, 대파, 생것",F1910040000a,0.84,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"호박, 애호박, 생것",F1980050000a,5.24,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"고구마, 줄기, 삶은것",F208000B169b,1.74,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"느타리버섯, 생것",G0040000000a,2.96,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"느타리버섯, 데친것",G0040000009c,1.47,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"표고버섯, 재배, 생것",G0270020000a,1.72,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"표고버섯, 재배, 데친것",G0270020009c,0.64,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"소고기, 한우, 등심, 생것",I027003D110a,0.25,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"소고기, 한우, 양지, 생것",I027003D280a,0.31,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"소고기, 한우(1등급), 목심(목심살), 생것",I027006D130a,0.36,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"소고기, 한우(1등급), 앞다리(꾸리살), 생것",I027006D220a,0.056,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"소고기, 한우(1등급), 우둔(우둔살), 생것",I027006D260a,0.14,+,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"달걀, 생것",J0030000000a,10.29,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"달걀, 난황, 생것",J0030001090a,9.03,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"달걀부침, 부친것",J0040000009m,19.13,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"김, 맛김, 조미, 구운것",L0030040009f,1.64,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,들기름,N0030000009a,0.13,+,
음식업소,밥류,돌솥비빔밥(양념장포함),550,마가린,N0060000009a,0.16,+,
음식업소,밥류,돌솥비빔밥(양념장포함),550,참기름,N0200000009a,2.62,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,콩기름,N0220000009a,0.73,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"탄산 음료, 사이다",P0090030009a,0.27,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"간장, 양조",R0010010009a,0.7,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"고추장, 개량",R0050010009a,13.15,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"고춧가루, 가루",R0070000005a,0.42,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,소금,R0200000009a,0.43,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"소금, 굵은소금",R0200001859a,0.12,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"식초, 사과식초",R0220030009a,0.057,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,조미료,R0310000009a,0.018,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.046,,
음식업소,밥류,돌솥비빔밥(양념장포함),550,"후추, 검은후추, 가루 ",R0410010005a,0.0029,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"멥쌀밥, 백미",A013000A039a,200.38,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"설탕, 백설탕",C0110020009a,0.76,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"참깨, 흰깨, 볶은것",E0260020009n,0.54,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"당근, 뿌리, 생것",F041000B090a,4.9,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"마늘, 구근, 생것",F053000B060a,0.17,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"양파, 생것",F1320000000a,13.67,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"파, 대파, 생것",F1910040000a,1.43,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"피망, 초록색, 생것",F196000C050a,1.23,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"김치, 배추 김치",F2050070009a,54.45,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"햄, 등심햄",I0170010009a,1.89,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"달걀, 생것",J0030000000a,6.15,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"달걀부침, 부친것",J0040000009m,32.31,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"가다랑어, 유지통조림",K001000000Sa,42.05,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"김, 맛김, 조미, 구운것",L0030040009f,1,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,마가린,N0060000009a,0.48,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,옥수수기름,N0160000009a,0.2,+,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,올리브유,N0170000009a,0.067,+,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,참기름,N0200000009a,1.14,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,콩기름,N0220000009a,3.33,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"고추장, 개량",R0050010009a,0.82,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"고춧가루, 가루",R0070000005a,0.63,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,소금,R0200000009a,0.23,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,조미료,R0310000009a,0.052,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.53,,
음식업소,밥류,"볶음밥, 배추김치, 참치",510,"후추, 검은후추, 가루 ",R0410010005a,0.016,,
음식업소,밥류,"볶음밥, 새우",480,"멥쌀, 백미, 생것",A008000A030a,19.54,,
음식업소,밥류,"볶음밥, 새우",480,"멥쌀밥, 백미",A013000A039a,158.42,,
음식업소,밥류,"볶음밥, 새우",480,"옥수수, 가당, 통조림",A030000E01Ra,1.25,,
음식업소,밥류,"볶음밥, 새우",480,"설탕, 백설탕",C0110020009a,0.11,,
음식업소,밥류,"볶음밥, 새우",480,"참깨, 흰깨, 볶은것",E0260020009n,0.13,,
음식업소,밥류,"볶음밥, 새우",480,"당근, 뿌리, 생것",F041000B090a,13.26,,
음식업소,밥류,"볶음밥, 새우",480,"부추, 재래종, 생것",F0910040000a,1.24,,
음식업소,밥류,"볶음밥, 새우",480,"양파, 생것",F1320000000a,23.26,,
음식업소,밥류,"볶음밥, 새우",480,"파, 실파, 생것",F1910020000a,0.21,,
음식업소,밥류,"볶음밥, 새우",480,"파, 대파, 생것",F1910040000a,1.17,,
음식업소,밥류,"볶음밥, 새우",480,"피망, 초록색, 생것",F196000C050a,4.93,,
음식업소,밥류,"볶음밥, 새우",480,"호박, 애호박, 생것",F1980050000a,1.61,,
음식업소,밥류,"볶음밥, 새우",480,"햄, 등심햄",I0170010009a,10.19,,
음식업소,밥류,"볶음밥, 새우",480,"달걀, 생것",J0030000000a,22.35,,
음식업소,밥류,"볶음밥, 새우",480,"달걀부침, 부친것",J0040000009m,4,,
음식업소,밥류,"볶음밥, 새우",480,"새우, 꽃새우, 생것",K6130050000a,31.19,,
음식업소,밥류,"볶음밥, 새우",480,"새우, 꽃새우, 찐것",K6130050009e,18.86,,
음식업소,밥류,"볶음밥, 새우",480,"김, 맛김, 조미, 구운것",L0030040009f,0.2,,
음식업소,밥류,"볶음밥, 새우",480,들기름,N0030000009a,0.23,+,
음식업소,밥류,"볶음밥, 새우",480,마가린,N0060000009a,1.32,,
음식업소,밥류,"볶음밥, 새우",480,올리브유,N0170000009a,0.085,+,
음식업소,밥류,"볶음밥, 새우",480,참기름,N0200000009a,0.75,,
음식업소,밥류,"볶음밥, 새우",480,콩기름,N0220000009a,4.92,,
음식업소,밥류,"볶음밥, 새우",480,굴 소스,R0080000009a,1.13,,
음식업소,밥류,"볶음밥, 새우",480,소금,R0200000009a,0.67,,
음식업소,밥류,"볶음밥, 새우",480,"소금, 굵은소금",R0200001859a,0.18,,
음식업소,밥류,"볶음밥, 새우",480,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.16,,
음식업소,밥류,"볶음밥, 새우",480,"토마토 소스, 케첩",R0380010009a,0.48,,
음식업소,밥류,"볶음밥, 새우",480,"후추, 검은후추, 가루 ",R0410010005a,0.032,,
음식업소,밥류,"볶음밥, 참치",510,"멥쌀밥, 백미",A013000A039a,230.29,,
음식업소,밥류,"볶음밥, 참치",510,"설탕, 백설탕",C0110020009a,0.33,,
음식업소,밥류,"볶음밥, 참치",510,"참깨, 흰깨, 볶은것",E0260020009n,0.7,,
음식업소,밥류,"볶음밥, 참치",510,"당근, 뿌리, 생것",F041000B090a,14.67,,
음식업소,밥류,"볶음밥, 참치",510,"부추, 재래종, 생것",F0910040000a,1.81,,
음식업소,밥류,"볶음밥, 참치",510,"양배추, 생것",F1290000000a,3.76,,
음식업소,밥류,"볶음밥, 참치",510,"양파, 생것",F1320000000a,31.71,,
음식업소,밥류,"볶음밥, 참치",510,"파, 실파, 생것",F1910020000a,0.34,,
음식업소,밥류,"볶음밥, 참치",510,"파, 대파, 생것",F1910040000a,2.69,,
음식업소,밥류,"볶음밥, 참치",510,"호박, 애호박, 생것",F1980050000a,3.62,,
음식업소,밥류,"볶음밥, 참치",510,"호박, 쥬키니, 생것",F1980060000a,0.89,,
음식업소,밥류,"볶음밥, 참치",510,"햄, 등심햄",I0170010009a,10.77,,
음식업소,밥류,"볶음밥, 참치",510,"달걀, 생것",J0030000000a,15.58,,
음식업소,밥류,"볶음밥, 참치",510,"달걀부침, 부친것",J0040000009m,10.31,,
음식업소,밥류,"볶음밥, 참치",510,"가다랑어, 유지통조림",K001000000Sa,68.14,,
음식업소,밥류,"볶음밥, 참치",510,게맛살,K6030000009a,0.9,,
음식업소,밥류,"볶음밥, 참치",510,"김, 맛김, 조미, 구운것",L0030040009f,0.42,,
음식업소,밥류,"볶음밥, 참치",510,들기름,N0030000009a,0.21,+,
음식업소,밥류,"볶음밥, 참치",510,마가린,N0060000009a,0.21,,
음식업소,밥류,"볶음밥, 참치",510,버터,N0080000009a,0.14,+,
음식업소,밥류,"볶음밥, 참치",510,옥수수기름,N0160000009a,0.1,+,
음식업소,밥류,"볶음밥, 참치",510,올리브유,N0170000009a,0.54,+,
음식업소,밥류,"볶음밥, 참치",510,참기름,N0200000009a,1.17,,
음식업소,밥류,"볶음밥, 참치",510,콩기름,N0220000009a,4.62,,
음식업소,밥류,"볶음밥, 참치",510,굴 소스,R0080000009a,1.86,,
음식업소,밥류,"볶음밥, 참치",510,소금,R0200000009a,0.83,,
음식업소,밥류,"볶음밥, 참치",510,조미료,R0310000009a,0.003,,
음식업소,밥류,"볶음밥, 참치",510,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.38,,
음식업소,밥류,"볶음밥, 참치",510,"후추, 검은후추, 가루 ",R0410010005a,0.1,,
음식업소,밥류,"볶음밥, 해물",500,"멥쌀, 백미, 생것",A008000A030a,5.66,*,
음식업소,밥류,"볶음밥, 해물",500,"멥쌀밥, 백미",A013000A039a,192.75,,
음식업소,밥류,"볶음밥, 해물",500,"설탕, 백설탕",C0110020009a,0.24,,
음식업소,밥류,"볶음밥, 해물",500,"참깨, 흰깨, 볶은것",E0260020009n,0.23,,
음식업소,밥류,"볶음밥, 해물",500,"당근, 뿌리, 생것",F041000B090a,15.37,,
음식업소,밥류,"볶음밥, 해물",500,"양파, 생것",F1320000000a,19.26,,
음식업소,밥류,"볶음밥, 해물",500,"파, 대파, 생것",F1910040000a,1.84,,
음식업소,밥류,"볶음밥, 해물",500,"피망, 초록색, 생것",F196000C050a,3.33,,
음식업소,밥류,"볶음밥, 해물",500,"호박, 애호박, 생것",F1980050000a,8.41,,
음식업소,밥류,"볶음밥, 해물",500,"햄, 등심햄",I0170010009a,5.93,,
음식업소,밥류,"볶음밥, 해물",500,"달걀, 생것",J0030000000a,8.48,,
음식업소,밥류,"볶음밥, 해물",500,"달걀부침, 부친것",J0040000009m,28.49,,
음식업소,밥류,"볶음밥, 해물",500,"가리비, 관자, 생것",K4000001300a,0.6,+,
음식업소,밥류,"볶음밥, 해물",500,"바지락, 양식, 생것",K4130010000a,1.43,+,
음식업소,밥류,"볶음밥, 해물",500,"소라, 통조림",K416000000Ra,0.96,+,
음식업소,밥류,"볶음밥, 해물",500,"조개, 피조개(양식), 생것",K4250170000a,1.16,+,
음식업소,밥류,"볶음밥, 해물",500,"홍합, 생것",K4270000000a,1.73,,
음식업소,밥류,"볶음밥, 해물",500,"홍합, 통조림",K427000000Ra,1.11,,
음식업소,밥류,"볶음밥, 해물",500,"낙지, 생것",K6080000000a,1.04,+,
음식업소,밥류,"볶음밥, 해물",500,"새우, 꽃새우, 생것",K6130050000a,16.08,,
음식업소,밥류,"볶음밥, 해물",500,"새우, 꽃새우, 찐것",K6130050009e,7.36,,
음식업소,밥류,"볶음밥, 해물",500,"오징어, 생것",K6230000000a,33.05,,
음식업소,밥류,"볶음밥, 해물",500,"오징어, 갑오징어, 생것",K6230010000a,0.78,+,
음식업소,밥류,"볶음밥, 해물",500,"주꾸미, 생것",K6290000000a,2.25,+,
음식업소,밥류,"볶음밥, 해물",500,"김, 맛김, 조미, 구운것",L0030040009f,0.17,,
음식업소,밥류,"볶음밥, 해물",500,"김, 참김, 구운것",L0030090009f,0.043,,
음식업소,밥류,"볶음밥, 해물",500,마가린,N0060000009a,0.69,,
음식업소,밥류,"볶음밥, 해물",500,올리브유,N0170000009a,0.45,+,
음식업소,밥류,"볶음밥, 해물",500,참기름,N0200000009a,1.11,,
음식업소,밥류,"볶음밥, 해물",500,콩기름,N0220000009a,2.76,,
음식업소,밥류,"볶음밥, 해물",500,"간장, 양조",R0010010009a,0.63,,
음식업소,밥류,"볶음밥, 해물",500,굴 소스,R0080000009a,4.89,,
음식업소,밥류,"볶음밥, 해물",500,소금,R0200000009a,0.13,,
음식업소,밥류,"볶음밥, 해물",500,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.65,,
음식업소,밥류,"볶음밥, 해물",500,"후추, 검은후추, 가루 ",R0410010005a,0.015,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"메밀묵, 생것",A0070000000a,3.89,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"멥쌀, 백미, 생것",A008000A030a,54.09,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"멥쌀밥, 백미",A013000A039a,78.48,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"보리, 겉보리, 압맥, 생것",A0250010469a,2.8,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"감자, 대지, 생것",B0010060000a,7.75,*,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"설탕, 백설탕",C0110020009a,0.25,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,녹두묵,D0050000009a,12.76,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,도토리묵,E0040000009a,11.1,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"아몬드, 말린것",E0200000001a,0.8,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"참깨, 흰깨, 볶은것",E0260020009n,0.22,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"호두, 볶은것",E0350000009n,0.7,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"가지, 데친것",F0030000009c,0.93,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"고사리, 데친것",F0160000009c,5.35,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"당근, 뿌리, 생것",F041000B090a,31.17,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"도라지, 뿌리, 생것",F044000B090a,8.05,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"마늘, 구근, 생것",F053000B060a,0.28,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"무, 조선무, 생것",F065002B090a,15.74,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"무순, 싹, 생것",F066000B120a,4.32,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"배추, 봄동, 생것",F0870030000a,0.32,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"비름, 데친것",F0930000009c,1.63,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"상추, 치마상추, 청상추, 생것",F1010162490a,3.33,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"상추, 치마상추, 적상추, 생것",F1010162500a,0.43,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"시금치, 하우스, 생것",F1150030000a,5.76,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"아주까리, 잎, 생것",F125000B140a,0.85,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"얼갈이배추, 생것",F1360000000a,1.16,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"유채, 싹, 생것",F157000B120a,1.73,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"취나물, 참취, 말린것, 삶은것",F1770030001b,1.97,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"취나물, 참취, 데친것",F1770030009c,3.79,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"콩나물, 생것",F1820000000a,34,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"파, 대파, 생것",F1910040000a,0.85,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"호박, 애호박, 생것",F1980050000a,8.15,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"표고버섯, 말린것, 삶은것",G0270000001b,3.79,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"돼지고기, 사태, 생것",I014000D140a,0.42,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"소고기, 한우(1등급), 목심(목심살), 생것",I027006D130a,0.86,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"소고기, 한우(1등급), 앞다리(꾸리살), 생것",I027006D220a,0.052,+,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"소고기, 한우(1등급), 사태(앞사태), 생것",I027006D940a,3.56,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"달걀, 생것",J0030000000a,21.75,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"달걀부침, 부친것",J0040000009m,20.77,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"멸치젓, 액젓, 염절임",K069001000Ia,0.0032,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"김, 맛김, 조미, 구운것",L0030040009f,0.89,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"미역, 줄기, 생것",L013000B160a,6.15,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,들기름,N0030000009a,1.65,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,참기름,N0200000009a,0.57,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,콩기름,N0220000009a,2.03,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,포도씨유,N0260000009a,0.2,+,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"탄산 음료, 사이다",P0090030009a,0.83,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"소주, 알코올 25%",Q0100001719a,0.071,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"고추장, 개량",R0050010009a,16.94,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"고춧가루, 가루",R0070000005a,0.39,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,소금,R0200000009a,2.84,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"소금, 굵은소금",R0200001859a,0.014,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"식초, 사과식초",R0220030009a,0.092,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,조미료,R0310000009a,0.011,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"타임, 가루 ",R0360000005a,0.0035,,
음식업소,밥류,"비빔밥, 묵(양념장포함)",580,"후추, 검은후추, 가루 ",R0410010005a,0.004,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"멥쌀, 백미, 생것",A008000A030a,8.68,*,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"멥쌀밥, 백미",A013000A039a,184.01,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"즉석밥, 잡곡밥(멥쌀, 찹쌀, 흑미, 팥, 기장, 찰수수)",A0140002209a,29.89,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,물엿,C0070000009a,0.25,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"설탕, 백설탕",C0110020009a,0.68,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"참깨, 흰깨, 볶은것",E0260020009n,0.74,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"고사리, 데친것",F0160000009c,3.51,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"당근, 뿌리, 생것",F041000B090a,9.57,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"들깻잎, 생것",F049000B140a,1.79,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"마늘, 구근, 생것",F053000B060a,0.078,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"무, 조선무, 생것",F065002B090a,18.85,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"부추, 재래종, 생것",F0910040000a,1.98,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"상추, 치마상추, 청상추, 생것",F1010162490a,5.82,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"상추, 치마상추, 적상추, 생것",F1010162500a,1.24,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"양배추, 생것",F1290000000a,16.43,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"양배추, 적양배추, 생것",F1290010000a,1.17,,
