구분,음식군,음식명,"음식총량
(ml)",식품명,식품코드,"식품
재료량
(g)",+/*,비고
음식업소,구이류 ,"장어구이, 소금",185,"장어, 뱀장어, 생것",K1530040000a,89.94,,
음식업소,구이류 ,"장어구이, 소금",185,"장어, 뱀장어, 구운것",K1530040009f,6.74,*,
음식업소,구이류 ,"장어구이, 소금",185,참기름,N0200000009a,0.27,,
음식업소,구이류 ,"장어구이, 소금",185,콩기름,N0220000009a,0.84,,
음식업소,구이류 ,"장어구이, 소금",185,"산초, 가루",R0170000005a,0.005,,
음식업소,구이류 ,"장어구이, 소금",185,소금,R0200000009a,0.48,,
음식업소,구이류 ,"장어구이, 소금",185,"소금, 굵은소금",R0200001859a,0.36,,
음식업소,구이류 ,"장어구이, 소금",185,"후추, 검은후추, 가루 ",R0410010005a,0.044,,
음식업소,구이류 ,전어구이,360,"전어, 생것",K1570000000a,109.94,,
음식업소,구이류 ,전어구이,360,소금,R0200000009a,1.2,,
음식업소,구이류 ,전어구이,360,"소금, 굵은소금",R0200001859a,0.9,,
음식업소,구이류 ,"황태구이, 양념",170,물엿,C0070000009a,3.41,,
음식업소,구이류 ,"황태구이, 양념",170,"설탕, 백설탕",C0110020009a,0.34,,
음식업소,구이류 ,"황태구이, 양념",170,"참깨, 흰깨, 볶은것",E0260020009n,0.41,,
음식업소,구이류 ,"황태구이, 양념",170,"고추, 청양고추, 생것",F0180080000a,0.36,,
음식업소,구이류 ,"황태구이, 양념",170,"마늘, 구근, 생것",F053000B060a,1.59,,
음식업소,구이류 ,"황태구이, 양념",170,"부추, 재래종, 생것",F0910040000a,0.63,,
음식업소,구이류 ,"황태구이, 양념",170,"생강, 뿌리줄기, 생것",F102000B100a,0.087,,
음식업소,구이류 ,"황태구이, 양념",170,"양파, 생것",F1320000000a,6.1,,
음식업소,구이류 ,"황태구이, 양념",170,"파, 실파, 생것",F1910020000a,0.37,,
음식업소,구이류 ,"황태구이, 양념",170,"파, 쪽파, 생것",F1910030000a,0.52,,
음식업소,구이류 ,"황태구이, 양념",170,"파, 대파, 생것",F1910040000a,1.14,,
음식업소,구이류 ,"황태구이, 양념",170,"배, 신고, 생것",H0380040000a,3.24,,
음식업소,구이류 ,"황태구이, 양념",170,"사과, 부사(후지), 생것",H0500020000a,1.13,*,
음식업소,구이류 ,"황태구이, 양념",170,"키위, 생것",H0900000000a,0.29,,
음식업소,구이류 ,"황태구이, 양념",170,멸치 육수,K0680000009a,2.73,,
음식업소,구이류 ,"황태구이, 양념",170,"명태, 황태, 말린것",K0700001191a,42.37,,
음식업소,구이류 ,"황태구이, 양념",170,들기름,N0030000009a,1.72,,
음식업소,구이류 ,"황태구이, 양념",170,참기름,N0200000009a,0.56,,
음식업소,구이류 ,"황태구이, 양념",170,콩기름,N0220000009a,2.06,,
음식업소,구이류 ,"황태구이, 양념",170,"탄산 음료, 사이다",P0090030009a,0.81,,
음식업소,구이류 ,"황태구이, 양념",170,"소주, 알코올 25%",Q0100001719a,0.2,,
음식업소,구이류 ,"황태구이, 양념",170,"간장, 양조",R0010010009a,1.55,,
음식업소,구이류 ,"황태구이, 양념",170,"고추장, 개량",R0050010009a,6.6,,
음식업소,구이류 ,"황태구이, 양념",170,"고춧가루, 가루",R0070000005a,2.21,,
음식업소,구이류 ,"황태구이, 양념",170,소금,R0200000009a,0.061,,
음식업소,구이류 ,"황태구이, 양념",170,조미료,R0310000009a,0.07,,
음식업소,구이류 ,"황태구이, 양념",170,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.17,,
음식업소,구이류 ,"황태구이, 양념",170,"후추, 검은후추, 가루 ",R0410010005a,0.013,,
음식업소,전·적 및 부침류 ,감자전,150,"밀, 부침가루",A0160050005a,3.04,,
음식업소,전·적 및 부침류 ,감자전,150,"밀, 중력밀가루",A0160080005a,7.43,,
음식업소,전·적 및 부침류 ,감자전,150,"밀, 튀김가루",A0160110005a,0.92,,
음식업소,전·적 및 부침류 ,감자전,150,"감자, 대지, 생것",B0010060000a,73.89,,
음식업소,전·적 및 부침류 ,감자전,150,"고추, 빨간색, 생것",F018000C020a,0.41,,
음식업소,전·적 및 부침류 ,감자전,150,"고추, 청양고추, 생것",F0180080000a,0.47,,
음식업소,전·적 및 부침류 ,감자전,150,"당근, 뿌리, 생것",F041000B090a,2.13,,
음식업소,전·적 및 부침류 ,감자전,150,"부추, 재래종, 생것",F0910040000a,0.51,,
음식업소,전·적 및 부침류 ,감자전,150,"양파, 생것",F1320000000a,3.91,,
음식업소,전·적 및 부침류 ,감자전,150,"파, 쪽파, 생것",F1910030000a,1.07,,
음식업소,전·적 및 부침류 ,감자전,150,"호박, 애호박, 생것",F1980050000a,2.23,,
음식업소,전·적 및 부침류 ,감자전,150,"달걀, 생것",J0030000000a,1.84,,
음식업소,전·적 및 부침류 ,감자전,150,쌀겨기름(미강유),N0130000009a,0.077,+,
음식업소,전·적 및 부침류 ,감자전,150,옥수수기름,N0160000009a,0.39,+,
음식업소,전·적 및 부침류 ,감자전,150,콩기름,N0220000009a,4.13,,
음식업소,전·적 및 부침류 ,감자전,150,소금,R0200000009a,0.2,,
음식업소,전·적 및 부침류 ,굴전,200,"밀, 부침가루",A0160050005a,9.97,,
음식업소,전·적 및 부침류 ,굴전,200,"밀, 중력밀가루",A0160080005a,8.22,,
음식업소,전·적 및 부침류 ,굴전,200,"고추, 빨간색, 생것",F018000C020a,0.61,,
음식업소,전·적 및 부침류 ,굴전,200,"고추, 청양고추, 생것",F0180080000a,1.32,,
음식업소,전·적 및 부침류 ,굴전,200,"당근, 뿌리, 생것",F041000B090a,3.01,,
음식업소,전·적 및 부침류 ,굴전,200,"부추, 재래종, 생것",F0910040000a,0.65,,
음식업소,전·적 및 부침류 ,굴전,200,"양파, 생것",F1320000000a,1.97,,
음식업소,전·적 및 부침류 ,굴전,200,"파, 쪽파, 생것",F1910030000a,6.28,,
음식업소,전·적 및 부침류 ,굴전,200,"달걀, 생것",J0030000000a,27.17,,
음식업소,전·적 및 부침류 ,굴전,200,"굴, 참굴(양식), 생것",K4040030000a,67.49,,
음식업소,전·적 및 부침류 ,굴전,200,옥수수기름,N0160000009a,1.07,+,
음식업소,전·적 및 부침류 ,굴전,200,콩기름,N0220000009a,7.69,,
음식업소,전·적 및 부침류 ,김치전,180,"밀, 부침가루",A0160050005a,14.89,,
음식업소,전·적 및 부침류 ,김치전,180,"밀, 중력밀가루",A0160080005a,25.68,,
음식업소,전·적 및 부침류 ,김치전,180,"밀, 튀김가루",A0160110005a,1.14,*,
음식업소,전·적 및 부침류 ,김치전,180,"설탕, 백설탕",C0110020009a,0.035,,
음식업소,전·적 및 부침류 ,김치전,180,"고추, 청양고추, 생것",F0180080000a,1.66,,
음식업소,전·적 및 부침류 ,김치전,180,"당근, 뿌리, 생것",F041000B090a,1.02,,
음식업소,전·적 및 부침류 ,김치전,180,"양파, 생것",F1320000000a,4.04,,
음식업소,전·적 및 부침류 ,김치전,180,"파, 대파, 생것",F1910040000a,2.64,,
음식업소,전·적 및 부침류 ,김치전,180,"김치, 배추 김치",F2050070009a,43.43,,
음식업소,전·적 및 부침류 ,김치전,180,"달걀, 생것",J0030000000a,3.37,,
음식업소,전·적 및 부침류 ,김치전,180,콩기름,N0220000009a,4.78,,
음식업소,전·적 및 부침류 ,김치전,180,소금,R0200000009a,0.075,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"멥쌀, 백미, 생것",A008000A030a,1.95,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"찹쌀, 가루",A0380000005a,1.66,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"찹쌀, 백미, 생것",A038000A030a,1.16,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"녹두, 말린것",D0020000001a,65.2,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"고사리, 데친것",F0160000009c,4.58,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"고추, 풋고추, 생것",F0180000620a,0.17,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"고추, 빨간색, 생것",F018000C020a,0.56,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"고추, 청양고추, 생것",F0180080000a,0.13,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"도라지, 뿌리, 생것",F044000B090a,1.33,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"마늘, 구근, 생것",F053000B060a,0.25,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"무, 조선무, 생것",F065002B090a,7.59,*,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"숙주나물, 데친것",F1120000009c,7.23,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"파, 쪽파, 생것",F1910030000a,2.11,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"파, 대파, 생것",F1910040000a,2.76,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"김치, 배추 김치",F2050070009a,11.8,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"돼지고기, 뒷다리, 생것",I014000D100a,0.33,+,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"돼지고기, 등심, 생것",I014000D110a,1.39,*,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"돼지고기, 목심(목심살), 생것",I014000D130a,10.98,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"돼지고기, 살코기, 생것",I014000D150a,1.27,+,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"돼지고기, 안심(안심살), 생것",I014000D200a,0.44,+,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"돼지고기, 앞다리(앞다리살), 생것",I014000D770a,0.7,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,참기름,N0200000009a,0.26,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,콩기름,N0220000009a,8.46,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"고춧가루, 가루",R0070000005a,0.015,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,소금,R0200000009a,0.4,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"소금, 굵은소금",R0200001859a,0.041,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"후추, 검은후추, 가루 ",R0410010005a,0.007,,
음식업소,전·적 및 부침류 ,"녹두빈대떡, 돼지고기",210,"후추, 흰색후추, 가루 ",R0410020005a,0.0044,,
음식업소,전·적 및 부침류 ,달걀후라이,85,"달걀, 생것",J0030000000a,67.99,,
음식업소,전·적 및 부침류 ,달걀후라이,85,옥수수기름,N0160000009a,0.16,+,
음식업소,전·적 및 부침류 ,달걀후라이,85,올리브유,N0170000009a,0.24,+,
음식업소,전·적 및 부침류 ,달걀후라이,85,콩기름,N0220000009a,4.02,,
음식업소,전·적 및 부침류 ,달걀후라이,85,소금,R0200000009a,0.73,,
음식업소,전·적 및 부침류 ,동태전,190,"밀, 부침가루",A0160050005a,2.94,,
음식업소,전·적 및 부침류 ,동태전,190,"밀, 중력밀가루",A0160080005a,6.38,,
음식업소,전·적 및 부침류 ,동태전,190,"밀, 튀김가루",A0160110005a,1.42,,
음식업소,전·적 및 부침류 ,동태전,190,"고추, 빨간색, 생것",F018000C020a,0.59,,
음식업소,전·적 및 부침류 ,동태전,190,"고추, 청양고추, 생것",F0180080000a,0.88,,
음식업소,전·적 및 부침류 ,동태전,190,"파, 쪽파, 생것",F1910030000a,1.22,,
음식업소,전·적 및 부침류 ,동태전,190,"달걀, 생것",J0030000000a,28.62,,
음식업소,전·적 및 부침류 ,동태전,190,"명태, 동태, 냉동",K0700001227a,86.98,,
음식업소,전·적 및 부침류 ,동태전,190,쌀겨기름(미강유),N0130000009a,0.13,+,
음식업소,전·적 및 부침류 ,동태전,190,옥수수기름,N0160000009a,0.75,,
음식업소,전·적 및 부침류 ,동태전,190,유채씨기름,N0180000009a,0.31,+,
음식업소,전·적 및 부침류 ,동태전,190,콩기름,N0220000009a,5.67,,
음식업소,전·적 및 부침류 ,동태전,190,소금,R0200000009a,0.73,,
음식업소,전·적 및 부침류 ,동태전,190,"후추, 검은후추, 가루 ",R0410010005a,0.17,,
음식업소,전·적 및 부침류 ,부추전,150,"밀, 부침가루",A0160050005a,18.21,,
음식업소,전·적 및 부침류 ,부추전,150,"밀, 중력밀가루",A0160080005a,19.37,,
음식업소,전·적 및 부침류 ,부추전,150,"밀, 튀김가루",A0160110005a,1.5,*,
음식업소,전·적 및 부침류 ,부추전,150,"고추, 빨간색, 생것",F018000C020a,0.42,,
음식업소,전·적 및 부침류 ,부추전,150,"고추, 청양고추, 생것",F0180080000a,2.66,,
음식업소,전·적 및 부침류 ,부추전,150,"당근, 뿌리, 생것",F041000B090a,2.26,,
음식업소,전·적 및 부침류 ,부추전,150,"들깻잎, 생것",F049000B140a,0.48,,
음식업소,전·적 및 부침류 ,부추전,150,"부추, 재래종, 생것",F0910040000a,29.4,,
음식업소,전·적 및 부침류 ,부추전,150,"양파, 생것",F1320000000a,5.1,,
음식업소,전·적 및 부침류 ,부추전,150,"달걀, 생것",J0030000000a,5.17,,
음식업소,전·적 및 부침류 ,부추전,150,쌀겨기름(미강유),N0130000009a,0.13,+,
음식업소,전·적 및 부침류 ,부추전,150,옥수수기름,N0160000009a,0.13,+,
음식업소,전·적 및 부침류 ,부추전,150,올리브유,N0170000009a,0.11,+,
음식업소,전·적 및 부침류 ,부추전,150,콩기름,N0220000009a,5.13,,
음식업소,전·적 및 부침류 ,부추전,150,소금,R0200000009a,0.19,,
음식업소,전·적 및 부침류 ,부추전,150,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.1,,
음식업소,전·적 및 부침류 ,새송이버섯전,95,"밀, 부침가루",A0160050005a,0.39,,
음식업소,전·적 및 부침류 ,새송이버섯전,95,"밀, 중력밀가루",A0160080005a,2.84,,
음식업소,전·적 및 부침류 ,새송이버섯전,95,"고추, 빨간색, 생것",F018000C020a,0.38,,
음식업소,전·적 및 부침류 ,새송이버섯전,95,"고추, 청양고추, 생것",F0180080000a,0.087,,
음식업소,전·적 및 부침류 ,새송이버섯전,95,"당근, 뿌리, 생것",F041000B090a,0.012,,
음식업소,전·적 및 부침류 ,새송이버섯전,95,"마늘, 구근, 생것",F053000B060a,0.032,,
음식업소,전·적 및 부침류 ,새송이버섯전,95,"파, 쪽파, 생것",F1910030000a,0.32,,
음식업소,전·적 및 부침류 ,새송이버섯전,95,"큰느타리버섯(새송이버섯), 생것",G0230000000a,39.91,,
음식업소,전·적 및 부침류 ,새송이버섯전,95,"달걀, 생것",J0030000000a,11.91,,
음식업소,전·적 및 부침류 ,새송이버섯전,95,옥수수기름,N0160000009a,0.048,+,
음식업소,전·적 및 부침류 ,새송이버섯전,95,콩기름,N0220000009a,2.5,,
음식업소,전·적 및 부침류 ,새송이버섯전,95,소금,R0200000009a,0.093,,
음식업소,전·적 및 부침류 ,새송이버섯전,95,"소금, 굵은소금",R0200001859a,0.11,,
음식업소,전·적 및 부침류 ,새송이버섯전,95,"후추, 검은후추, 가루 ",R0410010005a,0.0034,,
음식업소,전·적 및 부침류 ,어육소시지전,80,"밀, 중력밀가루",A0160080005a,0.35,,
음식업소,전·적 및 부침류 ,어육소시지전,80,"고추, 빨간색, 생것",F018000C020a,0.23,,
음식업소,전·적 및 부침류 ,어육소시지전,80,"부추, 재래종, 생것",F0910040000a,0.26,,
음식업소,전·적 및 부침류 ,어육소시지전,80,"파, 실파, 생것",F1910020000a,0.29,,
음식업소,전·적 및 부침류 ,어육소시지전,80,"파, 쪽파, 생것",F1910030000a,0.067,,
음식업소,전·적 및 부침류 ,어육소시지전,80,"파, 대파, 생것",F1910040000a,0.12,,
음식업소,전·적 및 부침류 ,어육소시지전,80,"달걀, 생것",J0030000000a,14.44,,
음식업소,전·적 및 부침류 ,어육소시지전,80,어육소시지,K8030000009a,52.54,,
음식업소,전·적 및 부침류 ,어육소시지전,80,옥수수기름,N0160000009a,0.37,,
음식업소,전·적 및 부침류 ,어육소시지전,80,유채씨기름,N0180000009a,0.1,+,
음식업소,전·적 및 부침류 ,어육소시지전,80,콩기름,N0220000009a,2.66,,
음식업소,전·적 및 부침류 ,어육소시지전,80,소금,R0200000009a,0.078,,
음식업소,전·적 및 부침류 ,어육소시지전,80,조미료,R0310000009a,0.0013,,
음식업소,전·적 및 부침류 ,어육소시지전,80,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.0024,,
음식업소,전·적 및 부침류 ,장떡,70,"밀, 부침가루",A0160050005a,9.97,,
음식업소,전·적 및 부침류 ,장떡,70,"밀, 중력밀가루",A0160080005a,11.43,,
음식업소,전·적 및 부침류 ,장떡,70,"감자, 대지, 생것",B0010060000a,0.84,*,
음식업소,전·적 및 부침류 ,장떡,70,"고추, 청양고추, 생것",F0180080000a,1.93,,
음식업소,전·적 및 부침류 ,장떡,70,"당근, 뿌리, 생것",F041000B090a,1.22,,
음식업소,전·적 및 부침류 ,장떡,70,"들깻잎, 생것",F049000B140a,0.18,,
음식업소,전·적 및 부침류 ,장떡,70,"부추, 재래종, 생것",F0910040000a,4.26,,
음식업소,전·적 및 부침류 ,장떡,70,"양파, 생것",F1320000000a,3.22,,
음식업소,전·적 및 부침류 ,장떡,70,"파, 쪽파, 생것",F1910030000a,1.37,,
음식업소,전·적 및 부침류 ,장떡,70,"파, 대파, 생것",F1910040000a,0.19,,
음식업소,전·적 및 부침류 ,장떡,70,"호박, 애호박, 생것",F1980050000a,1.64,,
음식업소,전·적 및 부침류 ,장떡,70,"김치, 배추 김치",F2050070009a,1.72,*,
음식업소,전·적 및 부침류 ,장떡,70,옥수수기름,N0160000009a,0.56,,
음식업소,전·적 및 부침류 ,장떡,70,콩기름,N0220000009a,4.51,,
음식업소,전·적 및 부침류 ,장떡,70,"고추장, 개량",R0050010009a,3.32,,
음식업소,전·적 및 부침류 ,장떡,70,"된장, 개량, 찌개용",R0120052419a,0.35,,
음식업소,전·적 및 부침류 ,채소전,110,"밀, 부침가루",A0160050005a,7.8,,
음식업소,전·적 및 부침류 ,채소전,110,"밀, 중력밀가루",A0160080005a,19.17,,
음식업소,전·적 및 부침류 ,채소전,110,"감자, 대지, 생것",B0010060000a,7.17,,
음식업소,전·적 및 부침류 ,채소전,110,"고추, 빨간색, 생것",F018000C020a,0.024,+,
음식업소,전·적 및 부침류 ,채소전,110,"고추, 청양고추, 생것",F0180080000a,1.12,,
음식업소,전·적 및 부침류 ,채소전,110,"당근, 뿌리, 생것",F041000B090a,4.37,,
음식업소,전·적 및 부침류 ,채소전,110,"들깻잎, 생것",F049000B140a,0.35,,
음식업소,전·적 및 부침류 ,채소전,110,"미나리, 물미나리, 생것",F0770030000a,0.14,+,
음식업소,전·적 및 부침류 ,채소전,110,"부추, 재래종, 생것",F0910040000a,8.21,,
음식업소,전·적 및 부침류 ,채소전,110,"쑥, 생것",F1180000000a,0.095,+,
음식업소,전·적 및 부침류 ,채소전,110,"양배추, 적양배추, 생것",F1290010000a,0.0029,+,
음식업소,전·적 및 부침류 ,채소전,110,"양파, 생것",F1320000000a,7.59,,
음식업소,전·적 및 부침류 ,채소전,110,"얼갈이배추, 생것",F1360000000a,0.46,+,
음식업소,전·적 및 부침류 ,채소전,110,"참나물, 재배, 생것",F1710020000a,1.36,*,
음식업소,전·적 및 부침류 ,채소전,110,"취나물, 참취, 생것",F1770030000a,0.071,+,
음식업소,전·적 및 부침류 ,채소전,110,"파, 쪽파, 생것",F1910030000a,1.88,,
음식업소,전·적 및 부침류 ,채소전,110,"파, 대파, 생것",F1910040000a,0.36,,
음식업소,전·적 및 부침류 ,채소전,110,"호박, 애호박, 생것",F1980050000a,4.97,,
음식업소,전·적 및 부침류 ,채소전,110,"달걀, 생것",J0030000000a,3.2,,
음식업소,전·적 및 부침류 ,채소전,110,쌀겨기름(미강유),N0130000009a,0.08,+,
음식업소,전·적 및 부침류 ,채소전,110,옥수수기름,N0160000009a,0.049,+,
음식업소,전·적 및 부침류 ,채소전,110,콩기름,N0220000009a,5.54,,
음식업소,전·적 및 부침류 ,채소전,110,소금,R0200000009a,0.3,,
음식업소,전·적 및 부침류 ,채소전,110,"소금, 굵은소금",R0200001859a,0.044,,
음식업소,전·적 및 부침류 ,채소전,110,조미료,R0310000009a,0.0092,,
음식업소,전·적 및 부침류 ,채소전,110,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.028,,
음식업소,전·적 및 부침류 ,파래전,40,"밀, 부침가루",A0160050005a,5.34,,
음식업소,전·적 및 부침류 ,파래전,40,"밀, 중력밀가루",A0160080005a,8.14,,
음식업소,전·적 및 부침류 ,파래전,40,"밀, 튀김가루",A0160110005a,2.06,*,
음식업소,전·적 및 부침류 ,파래전,40,"전분, 감자, 가루",B0140010005a,0.44,,
음식업소,전·적 및 부침류 ,파래전,40,"설탕, 백설탕",C0110020009a,0.037,,
음식업소,전·적 및 부침류 ,파래전,40,"고추, 청양고추, 생것",F0180080000a,0.34,,
음식업소,전·적 및 부침류 ,파래전,40,"당근, 뿌리, 생것",F041000B090a,0.87,,
음식업소,전·적 및 부침류 ,파래전,40,"양파, 생것",F1320000000a,0.78,,
음식업소,전·적 및 부침류 ,파래전,40,"달걀, 생것",J0030000000a,1.58,,
음식업소,전·적 및 부침류 ,파래전,40,"파래, 생것",L0270000000a,7.55,,
음식업소,전·적 및 부침류 ,파래전,40,콩기름,N0220000009a,1.74,,
음식업소,전·적 및 부침류 ,파래전,40,소금,R0200000009a,0.12,,
음식업소,전·적 및 부침류 ,파래전,40,조미료,R0310000009a,0.0033,,
음식업소,전·적 및 부침류 ,파래전,40,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.004,,
음식업소,전·적 및 부침류 ,호박전,70,"밀, 부침가루",A0160050005a,0.8,,
음식업소,전·적 및 부침류 ,호박전,70,"밀, 중력밀가루",A0160080005a,2.34,,
음식업소,전·적 및 부침류 ,호박전,70,"밀, 튀김가루",A0160110005a,0.58,*,
음식업소,전·적 및 부침류 ,호박전,70,"호박, 애호박, 생것",F1980050000a,27.65,,
음식업소,전·적 및 부침류 ,호박전,70,"호박, 쥬키니, 생것",F1980060000a,2.94,*,
음식업소,전·적 및 부침류 ,호박전,70,"달걀, 생것",J0030000000a,6.68,,
음식업소,전·적 및 부침류 ,호박전,70,쌀겨기름(미강유),N0130000009a,0.049,+,
음식업소,전·적 및 부침류 ,호박전,70,유채씨기름,N0180000009a,0.41,+,
음식업소,전·적 및 부침류 ,호박전,70,콩기름,N0220000009a,2.69,,
음식업소,전·적 및 부침류 ,호박전,70,소금,R0200000009a,0.26,,
음식업소,전·적 및 부침류 ,호박전,70,"소금, 굵은소금",R0200001859a,0.11,,
음식업소,볶음류,가지볶음(가지만),60,물엿,C0070000009a,0.14,,
음식업소,볶음류,가지볶음(가지만),60,"참깨, 흰깨, 볶은것",E0260020009n,0.18,,
음식업소,볶음류,가지볶음(가지만),60,"가지, 생것",F0030000000a,27.79,,
음식업소,볶음류,가지볶음(가지만),60,"가지, 데친것",F0030000009c,1.2,*,
음식업소,볶음류,가지볶음(가지만),60,"마늘, 구근, 생것",F053000B060a,0.39,,
음식업소,볶음류,가지볶음(가지만),60,"양파, 생것",F1320000000a,3.14,,
음식업소,볶음류,가지볶음(가지만),60,"파, 대파, 생것",F1910040000a,0.86,,
음식업소,볶음류,가지볶음(가지만),60,들기름,N0030000009a,0.03,,
음식업소,볶음류,가지볶음(가지만),60,참기름,N0200000009a,0.29,,
음식업소,볶음류,가지볶음(가지만),60,콩기름,N0220000009a,0.88,,
음식업소,볶음류,가지볶음(가지만),60,"간장, 양조",R0010010009a,0.82,,
음식업소,볶음류,가지볶음(가지만),60,"고춧가루, 가루",R0070000005a,0.13,,
음식업소,볶음류,가지볶음(가지만),60,소금,R0200000009a,0.22,,
음식업소,볶음류,가지볶음(가지만),60,조미료,R0310000009a,0.0066,,
음식업소,볶음류,가지볶음(가지만),60,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.04,,
음식업소,볶음류,"가지볶음, 고추",60,"설탕, 백설탕",C0110020009a,0.03,,
음식업소,볶음류,"가지볶음, 고추",60,"참깨, 흰깨, 볶은것",E0260020009n,0.084,,
음식업소,볶음류,"가지볶음, 고추",60,"가지, 생것",F0030000000a,27.49,,
음식업소,볶음류,"가지볶음, 고추",60,"고추, 빨간색, 생것",F018000C020a,0.1,,
음식업소,볶음류,"가지볶음, 고추",60,"고추, 청양고추, 생것",F0180080000a,0.61,,
음식업소,볶음류,"가지볶음, 고추",60,"마늘, 구근, 생것",F053000B060a,0.27,,
음식업소,볶음류,"가지볶음, 고추",60,"양파, 생것",F1320000000a,4.8,,
음식업소,볶음류,"가지볶음, 고추",60,"파, 쪽파, 생것",F1910030000a,0.21,,
음식업소,볶음류,"가지볶음, 고추",60,"파, 대파, 생것",F1910040000a,0.55,,
음식업소,볶음류,"가지볶음, 고추",60,참기름,N0200000009a,0.051,,
음식업소,볶음류,"가지볶음, 고추",60,콩기름,N0220000009a,0.65,,
음식업소,볶음류,"가지볶음, 고추",60,"간장, 양조",R0010010009a,1.09,,
음식업소,볶음류,"가지볶음, 고추",60,"간장, 재래",R0010030009a,0.17,,
음식업소,볶음류,"가지볶음, 고추",60,"고춧가루, 가루",R0070000005a,0.085,,
음식업소,볶음류,"가지볶음, 고추",60,소금,R0200000009a,0.077,,
음식업소,볶음류,"가지볶음, 고추",60,"소금, 굵은소금",R0200001859a,0.0035,,
음식업소,볶음류,"가지볶음, 고추",60,조미료,R0310000009a,0.0017,,
음식업소,볶음류,"가지볶음, 고추",60,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.041,,
음식업소,볶음류,"가지볶음, 당근",75,물엿,C0070000009a,0.87,,
음식업소,볶음류,"가지볶음, 당근",75,"설탕, 백설탕",C0110020009a,0.045,,
음식업소,볶음류,"가지볶음, 당근",75,"참깨, 흰깨, 볶은것",E0260020009n,0.14,,
음식업소,볶음류,"가지볶음, 당근",75,"가지, 생것",F0030000000a,38.49,,
음식업소,볶음류,"가지볶음, 당근",75,"당근, 뿌리, 생것",F041000B090a,2.6,,
음식업소,볶음류,"가지볶음, 당근",75,"마늘, 구근, 생것",F053000B060a,0.48,,
음식업소,볶음류,"가지볶음, 당근",75,"양파, 생것",F1320000000a,5.35,,
음식업소,볶음류,"가지볶음, 당근",75,"파, 대파, 생것",F1910040000a,1.01,,
음식업소,볶음류,"가지볶음, 당근",75,들기름,N0030000009a,0.072,,
음식업소,볶음류,"가지볶음, 당근",75,옥수수기름,N0160000009a,0.018,+,
음식업소,볶음류,"가지볶음, 당근",75,참기름,N0200000009a,0.19,,
음식업소,볶음류,"가지볶음, 당근",75,콩기름,N0220000009a,1.09,,
음식업소,볶음류,"가지볶음, 당근",75,"간장, 양조",R0010010009a,0.82,,
음식업소,볶음류,"가지볶음, 당근",75,"고춧가루, 가루",R0070000005a,0.057,,
음식업소,볶음류,"가지볶음, 당근",75,소금,R0200000009a,0.081,,
음식업소,볶음류,"가지볶음, 당근",75,"소금, 굵은소금",R0200001859a,0.11,,
음식업소,볶음류,"가지볶음, 당근",75,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.12,,
음식업소,볶음류,감자볶음(감자만),95,"감자, 대지, 생것",B0010060000a,54.46,,
음식업소,볶음류,감자볶음(감자만),95,"참깨, 흰깨, 볶은것",E0260020009n,0.1,,
